"ID","Year","Tissue","Gender","dta_km","dtfl_km","Longitude","Latitude","Month_of_Capture","Mantle_length_mm","Wet_Weight_g","Maturity_level","Metal_A_concentration","Metal_B_concentration","Metal_C_concentration","Metal_D_concentration","Metal_E_concentration","Metal_F_concentration","Metal_G_concentration","Metal_H_concentration","Metal_I_concentration","Metal_J_concentration","Organic_A_concentration","Organic_B_concentration","Organic_C_concentration","Organic_D_concentration","Metal_A_status","Metal_B_status","Metal_C_status","Metal_D_status","Metal_E_status","Metal_F_status","Metal_G_status","Metal_H_status","Metal_I_status","Metal_J_status","Organic_A_status","Organic_B_status","Organic_C_status","Organic_D_status","Metal_A_outlier","Metal_B_outlier","Metal_C_outlier","Metal_D_outlier","Metal_E_outlier","Metal_F_outlier","Metal_G_outlier","Metal_H_outlier","Metal_I_outlier","Metal_J_outlier","Organic_A_outlier","Organic_B_outlier","Organic_C_outlier","Organic_D_outlier"
"26_01_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","289.1","525.56","4",10230.93,9.94,601.74,56.97,120.21,0.11,6.4,0.64,0.05,0,0,0.109,0,3.526,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_02_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","276.4","553.24","3",2288.32,7.55,2045.81,136.6,95.45,0.22,6.45,1.16,0.03,0,0,0.104,0,0.674,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_03_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","249","323.08","3",9508.16,5.23,1769.79,131.63,136.33,0.32,7.99,0.56,0.06,0,0,0.138,0,0.533,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_04_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","255.7","341.07","4",231.6,3.68,2248.97,32.88,104.58,0.2,14.02,2.01,0.05,0,0,0.118,0,0.448,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_05_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","269.9","392.15","4",5616.56,8.12,330.61,42.87,114.8,0.23,12.2,0.87,0.06,0,0,0.112,0,1.175,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_06_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","266.4","413.92","4",3619.55,1.26,1036.6,157.4,115.83,0.33,4.81,2.03,0.06,0,0,0.145,0,1.394,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_07_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","246.8","320.41","3",4305.95,5.53,1574.15,55.8,158.17,0.31,9.07,2.01,0.06,0,0,0.202,0,1.119,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_08_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","254","352.35","3",6223.54,6.6,1349.31,121.11,114.36,0.31,9.96,1.72,0.03,0,0,0.17,0,0.864,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_09_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","252.1","346.71","3",4168.54,6.07,382.76,162.86,130.88,0.26,7.66,0.92,0.06,0,0,0.161,0,0.649,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_10_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","281","514.47","3",6752.34,6.09,887.95,62.94,87.02,0.28,13.85,1.55,0.05,0,0,0.131,0,1.69,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_11_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","284.3","537.33","4",953.32,0.2,677.11,100.49,81.95,0.17,10.91,1.55,0.05,0,1.493,0.201,0,14.428,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"26_12_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","268.8","435.05","3",4372.4,5.63,737.7,75.11,101.56,0.1,2.08,1.03,0.02,0,0,0.106,0,2.294,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_13_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","273.7","434.67","4",11412.05,0.36,1501.18,138.35,119.79,0.19,16.67,1.5,0.05,0,1.528,0.138,0,8.197,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_14_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","275","485.43","5",10346.83,2.75,1682.97,111.63,95.91,0.22,11.76,1.66,0.06,0,1.394,0.19,0.029,9.284,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_15_stomach",2019,"stomach","0","590","148","059°36'W","49°55'S","6","242.7","342.63","5",4761.83,2.84,702.2,82.08,162.73,0.15,16.74,0.8,0.06,0,19.225,0.208,0,13.375,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes"
"28_01_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","268.7","428.87","3",10019.18,5.92,680.94,124.36,137.83,0.32,15.27,2.05,0.01,0,12.118,0.189,0,11.11,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_02_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","258.8","348.11","3",9657.7,3.29,792.78,147.9,97.79,0.19,12.79,2.09,0.05,0,12.147,0.236,0,12.134,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_03_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","257.5","386.02","5",3506.69,9.48,1274.26,104.44,135.24,0.09,8.73,0.24,0.03,0,4.988,0.208,0,14.23,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"28_04_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","238.7","295.47","3",513.28,5.16,955.3,163.61,150.58,0.11,2.87,2.28,0.02,0,4.251,0.208,0,21.974,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"28_05_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","254.8","341.83","3",5735.09,8.73,2066.23,82.8,147.2,0.35,11.92,1.16,0.04,0,2.017,0.141,0,2.093,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_06_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","260.5","379.29","3",8453.72,0.38,1575.61,145.82,92.17,0.13,1.83,2.28,0.01,0,0,0.093,0,1.013,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_07_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","271","462.42","4",1750.7,4.96,1173.14,169.64,121.53,0.21,12.43,2.23,0.01,0,0,0.131,0.045,0.889,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_08_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","246.2","310.29","3",3461.89,7.62,660.03,115.18,105.7,0.11,3.65,0.91,0.03,0,0,0.079,0,1.691,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_09_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","261.4","256.25","3",4209.86,6.63,1168.41,76.78,134.16,0.14,1.59,1,0.03,0,0,0.134,2.5,1.467,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_10_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","243.5","316.46","3",1778.47,9.48,353.51,77.23,128.98,0.2,15.54,1.31,0.05,0,0,0.172,0,2.314,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_11_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","249.8","360.31","4",11011.91,7.83,1274.04,114.11,89.56,0.22,2.1,1.61,0.02,0,0.826,0.201,0,1.216,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_12_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","231.4","341.05","4",10173.48,6.22,109.34,111.88,110.11,0.4,17.45,1.54,0.03,0,0,0.158,0,1.681,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_13_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","267.7","366.53","3",4101.33,7.29,970.83,137.72,123.5,0.13,9.41,0.77,0.04,0,11.171,0.242,0,2.334,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_14_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","265.6","423.27","3",8005.69,6.51,1838.25,73.84,109.96,0.12,14.31,1.66,0.02,0,0,0.158,0,1.857,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_15_stomach",2019,"stomach","0","536","192","060°08'W","49°27'S","5","287.4","482.5","4",8414.49,5.41,43.95,84.96,104.15,0.17,2.99,0.99,0.03,0,0,0.152,0,1.227,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_01_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","289.1","525.56","4",89.27,0.38,3.46,138.95,96.72,1.36,184.56,5.33,0.12,0.33,0,0.196,0,4.179,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_02_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","276.4","553.24","3",100.99,0.41,2.95,167.03,129.53,1.82,263.22,1.37,0.04,0.49,0,0.2,0,7.568,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_03_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","249","323.08","3",84.64,0.57,3.42,219.72,85.43,1.57,272.3,2,0.01,0.43,5.842,0.59,0,16.463,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_04_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","255.7","341.07","4",76.01,1,3.1,322.05,126.12,1.15,201.35,4.92,0.11,0.32,0,0.196,0,1.789,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_05_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","269.9","392.15","4",121.47,0.58,2.59,306.63,152.72,1.67,253.67,0.45,0.13,0.29,0,0.272,0,8.365,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_06_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","266.4","413.92","4",75.34,0.43,2.17,230.48,168.69,1.14,264.75,0.68,0.05,0.34,3.617,0.422,0,16.291,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_07_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","246.8","320.41","3",135.6,0.83,2.77,212.52,166.7,1.71,256.55,4.95,0.04,0.42,3.971,0.44,0,25.261,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_08_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","254","352.35","3",134.78,0.49,2.32,210.91,176.08,1.41,216.78,2.92,0.11,0.36,0,0.321,0,6.481,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_09_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","252.1","346.71","3",122.59,0.6,2.98,270.95,130.97,1.05,252.39,2.45,0.12,0.4,0,0.24,0,3.915,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_10_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","281","514.47","3",103.76,0.63,3.85,313.26,142.42,1.02,247.83,2.57,0.05,0.46,4.73,1.153,0,18.726,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_11_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","284.3","537.33","4",81.87,0.65,3.61,360.31,158.57,1.75,259.18,5.17,0.04,0.45,4.034,0.239,0,29.467,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_12_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","268.8","435.05","3",149.76,0.5,2.77,229.13,104.7,1.48,282.75,1.79,0.02,0.37,0,0.404,0,18.907,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_13_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","273.7","434.67","4",88.09,0.4,3.39,236.92,193.26,1.33,250.32,1.4,0.04,0.46,0,0.221,0,8.154,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_14_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","275","485.43","5",106.35,0.51,2.4,331.66,115.31,1.98,303.04,0.99,0.03,0.44,395.648,1.144,0,7.536,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"26_15_liver",2019,"liver","0","590","148","059°36'W","49°55'S","6","242.7","342.63","5",81.2,0.75,3.12,333.94,134.42,1.83,213.62,3.23,0.05,0.35,28.689,0.865,0,26.404,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_01_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","268.7","428.87","3",126.19,0.68,2.44,254.18,127.73,1.07,190.99,3.8,0.08,0.3,88.792,0.443,0,14.887,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_02_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","258.8","348.11","3",111.71,0.81,3.33,332.79,140.42,1.36,224.45,2.72,0.05,0.54,27.416,0.9,0,15.155,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_03_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","257.5","386.02","5",119.7,0.63,4.03,135.3,85.21,1.94,238.11,4.61,0.05,0.45,5.914,0.42,0,6.591,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_04_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","238.7","295.47","3",124.98,0.56,2.59,336.34,177.55,1.73,214.37,5.14,0.03,0.38,0,0.401,0,11.031,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_05_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","254.8","341.83","3",128.48,0.5,2.8,194.19,170.17,1.12,288.45,4.22,0.03,0.39,0,0.374,0,27.737,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_06_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","260.5","379.29","3",114.75,0.77,2.2,151.91,156.4,0.97,224.82,4.89,0.02,0.44,0,0.413,0.392,21.293,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_07_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","271","462.42","4",128.47,0.8,3.23,144.94,147.31,1.42,221.39,2.1,0.11,0.5,153.579,1.131,0,29.94,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"28_08_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","246.2","310.29","3",115.93,0.61,3.66,186.26,146.41,1.27,191.6,2.21,0.03,0.41,0,0.25,0,1.93,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_09_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","261.4","256.25","3",96.13,0.48,3.58,252.72,178.37,1.27,203.58,1.81,0.01,0.47,0,0.192,0,9.049,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_10_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","243.5","316.46","3",85.37,0.38,2.65,321.71,84.26,1.62,241.64,5.69,0.1,0.35,0,0.248,0,5.63,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_11_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","249.8","360.31","4",98.64,0.8,3.28,320.26,183.67,1.58,218.71,2.96,0.13,0.3,0,0.199,0,1.658,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_12_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","231.4","341.05","4",87.8,0.94,3.65,214.82,94.29,1.63,212.3,4.52,0.03,0.33,8.709,0.648,0,24.762,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_13_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","267.7","366.53","3",119.48,0.52,3.39,263.37,118.66,1.25,200.13,0.75,0.09,0.32,0,0.422,0,9.324,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_14_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","265.6","423.27","3",124.36,0.56,2.27,174.23,97.38,1.61,277.94,5.61,0.01,0.49,0,0.216,0,2.279,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_15_liver",2019,"liver","0","536","192","060°08'W","49°27'S","5","287.4","482.5","4",88.46,0.67,2.5,211.57,114.54,1.88,197.31,3.1,0,0.32,13.229,0.911,0,33.413,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_01_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","289.1","525.56","4",18.62,0,1.35,77.42,59.91,0.12,9.54,0.13,0.01,0.42,3.138,0.026,0,0.445,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_02_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","276.4","553.24","3",6.43,0,1.38,25.65,63.97,0.14,1.94,0.11,0,0.56,10.124,0.048,0,1.536,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"26_03_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","249","323.08","3",22.75,0,0.89,32.05,43.08,0.13,6.87,0.17,0,0.24,4.204,0.046,0,0.311,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_04_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","255.7","341.07","4",17.01,0,0.98,76.66,58.84,0.08,7.39,0.15,0,0.19,0.728,0.032,0,0.656,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_05_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","269.9","392.15","4",4.33,0,0.81,37.81,63.04,0.13,1.74,0.13,0,0.21,3.674,0.045,0,0.865,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_06_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","266.4","413.92","4",6.68,0,0.78,83.4,36.07,0.05,7.18,0.15,0,0.24,3.375,0.078,0,0.773,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_07_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","246.8","320.41","3",18.05,0,0.72,80.58,65.24,0.06,3.2,0.18,0,0.37,4.866,0.076,0,0.282,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_08_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","254","352.35","3",9.09,0,1.08,77.91,61.2,0.1,8.5,0.11,0,0.37,1.822,0.038,0,0.409,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_09_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","252.1","346.71","3",8.07,0,1.26,53.58,63.92,0.04,2.09,0.14,0,0.33,8.695,0.08,0,0.383,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"26_10_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","281","514.47","3",7.98,0,0.98,48.15,64.84,0.04,5.16,0.15,0.01,0.52,1.253,0.074,0,0.725,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_11_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","284.3","537.33","4",17.46,0,1.01,72.96,56.59,0.09,2.43,0.14,0.01,0.37,0,0.025,0,0.668,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
