"ID","Year","Tissue","Gender","dta_km","dtfl_km","Longitude","Latitude","Month_of_Capture","Mantle_length_mm","Wet_Weight_g","Maturity_level","Metal_A_concentration","Metal_B_concentration","Metal_C_concentration","Metal_D_concentration","Metal_E_concentration","Metal_F_concentration","Metal_G_concentration","Metal_H_concentration","Metal_I_concentration","Metal_J_concentration","Organic_A_concentration","Organic_B_concentration","Organic_C_concentration","Organic_D_concentration","Metal_A_status","Metal_B_status","Metal_C_status","Metal_D_status","Metal_E_status","Metal_F_status","Metal_G_status","Metal_H_status","Metal_I_status","Metal_J_status","Organic_A_status","Organic_B_status","Organic_C_status","Organic_D_status","Metal_A_outlier","Metal_B_outlier","Metal_C_outlier","Metal_D_outlier","Metal_E_outlier","Metal_F_outlier","Metal_G_outlier","Metal_H_outlier","Metal_I_outlier","Metal_J_outlier","Organic_A_outlier","Organic_B_outlier","Organic_C_outlier","Organic_D_outlier"
"65_10_muscle",2020,"muscle","1","561","166","59°52'W","49°42'S","3","236.5","345.59","5",0,0,0,0,0,0,0,0,0,0,0.06,0.018,1,10,"Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_11_muscle",2020,"muscle","0","561","166","59°52'W","49°42'S","3","236.1","257.62","3",0,0,0,24.41,0,0,0,0,0,0,0.096,0.026,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_12_muscle",2020,"muscle","0","561","166","59°52'W","49°42'S","3","235","272.61","3",0,0,0,55.34,0,0,0,0,0,0,0.198,0.022,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_13_muscle",2020,"muscle","0","561","166","59°52'W","49°42'S","3","241.4","320.13","4",0,0,0,25.78,0,0,0,0,0,0,0.12,0.025,1,0.118,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_14_muscle",2020,"muscle","1","561","166","59°52'W","49°42'S","3","237.4","316.7","5",0,0,0,59.17,0,0,0,0,0,0,0.287,0.046,1,0.154,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"65_15_muscle",2020,"muscle","1","561","166","59°52'W","49°42'S","3","231.8","302.9","5",0,0,0,77.1,0,0,0,0,0,0,0.11,0.034,1,0.172,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_01_stomach",2020,"stomach","0","590","130","59°31'W","50°05'S","4","227.3","233.03","3",1988.03,4.28,1862.88,153.47,96.91,0.29,10.82,2.97,0.03,0.04,0.449,0.06,2.5,1.71,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_02_stomach",2020,"stomach","0","590","130","59°31'W","50°05'S","4","239.3","336.23","3",3062.15,0.14,473.39,111.42,149.97,0.42,8.92,1.52,0.02,0.48,25,0.037,2.5,2.4,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_03_stomach",2020,"stomach","1","590","130","59°31'W","50°05'S","4","240.6","344.68","5",1888.78,1.81,1033.55,62.75,129.86,0.19,5.25,0.49,0.02,0.55,25,0.086,2.5,1.613,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_04_stomach",2020,"stomach","0","590","130","59°31'W","50°05'S","4","240.6","310.74","3",8075.88,9.2,1721.82,67.18,97.11,0.27,16.88,3.11,0.04,0.03,0.703,0.222,2.5,2.164,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_05_stomach",2020,"stomach","1","590","130","59°31'W","50°05'S","4","235.9","301.78","5",8205.9,4.25,979.91,140.63,93.43,0.3,9.31,0.59,0.05,0.54,0.361,0.119,2.5,5.142,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_06_stomach",2020,"stomach","0","590","130","59°31'W","50°05'S","4","241.8","292.32","2",5934.25,3.19,344.16,116.23,107.59,0.32,15.4,0.78,0.03,0.35,0,0.042,2.5,2.639,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","Not detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_07_stomach",2020,"stomach","1","590","130","59°31'W","50°05'S","4","237.3","346.48","5",5249.58,6.43,1491.7,101.62,107.12,0.34,16.14,1,0.03,0.38,0.259,0.102,2.5,2.456,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_08_stomach",2020,"stomach","1","590","130","59°31'W","50°05'S","4","223.4","259.5","5",4491.69,1.62,1512.71,158.67,105.74,0.14,5.19,2.9,0.05,0.58,25,0.307,2.5,4.273,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","yes","no","no"
"60_09_stomach",2020,"stomach","0","590","130","59°31'W","50°05'S","4","219","226.89","2",4769.54,8.24,743.87,104.05,106.29,0.3,3.45,2.21,0.05,0.05,1.274,0.208,2.5,2.686,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_10_stomach",2020,"stomach","1","590","130","59°31'W","50°05'S","4","215.3","268.83","5",1926.68,0.41,1362.94,91.97,150.52,0.19,5.97,1.97,0.04,0.49,25,0.063,2.5,3.106,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_11_stomach",2020,"stomach","0","590","130","59°31'W","50°05'S","4","235.1","277.38","2",9417.49,7.2,1110.55,65.27,93.29,0.3,12.06,1.21,0.03,0.38,25,0.086,2.5,0.23,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_12_stomach",2020,"stomach","1","590","130","59°31'W","50°05'S","4","226.7","271.44","5",8058.25,6.67,1476.2,149.02,121.62,0.36,11.12,2.43,0.04,0.44,0.271,0.126,2.5,5.05,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_13_stomach",2020,"stomach","1","590","130","59°31'W","50°05'S","4","236.5","293.22","5",2163.22,4.89,1532.27,75.43,153.18,0.25,11.63,2.33,0.02,0.53,25,0.037,2.5,3.322,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_14_stomach",2020,"stomach","1","590","130","59°31'W","50°05'S","4","235.3","308.75","5",9270.83,5.32,650.16,149.37,107.48,0.39,11.11,2.14,0.05,0.53,0.262,0.091,2.5,11.235,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"60_15_stomach",2020,"stomach","0","590","130","59°31'W","50°05'S","4","245.7","346.14","3",8939.48,4.18,1502.39,40.47,119.83,0.31,14.39,2.5,0.05,0.62,25,0.071,2.5,1.176,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_01_stomach",2020,"stomach","1","561","166","59°52'W","49°42'S","3","229.1","286.8","5",1978.8,6.13,1886.68,70.36,140.57,0.29,16.05,2.98,0.04,0.47,25,0.053,2.5,0.475,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_02_stomach",2020,"stomach","0","561","166","59°52'W","49°42'S","3","235","259.86","3",7800.34,9.86,789.54,147.49,158.81,0.23,5.76,3.09,0.05,0.05,25,0.097,2.5,0.424,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_03_stomach",2020,"stomach","0","561","166","59°52'W","49°42'S","3","248.1","327.45","4",5383.02,7.2,868.19,124.46,114.31,0.23,9.7,3.26,0.03,0.53,25,0.068,2.5,0.868,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_04_stomach",2020,"stomach","0","561","166","59°52'W","49°42'S","3","248.6","341.04","3",4764.46,4.36,1226.4,41.48,161.42,0.44,14.57,2.44,0.02,0.08,25,0.028,2.5,1.441,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_05_stomach",2020,"stomach","1","561","166","59°52'W","49°42'S","3","253.6","381.95","5",5248.03,1.69,1746.58,168.12,133.05,0.15,15.51,2.11,0.04,0.59,1.255,0.095,2.5,10.035,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"65_06_stomach",2020,"stomach","1","561","166","59°52'W","49°42'S","3","222.4","263.52","5",1923.64,4.01,506.55,44.03,138.35,0.35,4.68,3.74,0.02,0.01,25,0.021,2.5,0.681,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_07_stomach",2020,"stomach","1","561","166","59°52'W","49°42'S","3","221.9","253.33","5",4701.7,9.38,236.89,121.64,148.88,0.3,7.54,3.3,0.04,0.39,25,0.039,2.5,1.337,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_08_stomach",2020,"stomach","0","561","166","59°52'W","49°42'S","3","223.1","255.04","3",5667.51,1.74,1457.09,150.72,121.85,0.33,8.73,2.83,0.03,0.42,2.207,0.173,2.5,1.487,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"65_09_stomach",2020,"stomach","0","561","166","59°52'W","49°42'S","3","234.1","285.25","3",2666.01,0,1200.85,22.29,114.28,0.31,13.76,0.95,0.04,0.53,25,0.058,2.5,0.899,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_10_stomach",2020,"stomach","1","561","166","59°52'W","49°42'S","3","236.5","345.59","5",4275.29,9.85,1474.11,123.01,97.85,0.33,10.14,1.92,0.05,0.38,0.987,0.186,2.5,0.763,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_11_stomach",2020,"stomach","0","561","166","59°52'W","49°42'S","3","236.1","257.62","3",4005.35,5.4,478.08,116.67,103.32,0.35,9.14,2.67,0.05,0.04,25,0.026,2.5,0.531,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_12_stomach",2020,"stomach","0","561","166","59°52'W","49°42'S","3","235","272.61","3",5840.04,6.58,1299.77,115.44,125.32,0.15,4.79,0.71,0.02,0.49,25,0.027,2.5,0.629,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_13_stomach",2020,"stomach","0","561","166","59°52'W","49°42'S","3","241.4","320.13","4",7214.03,1.87,1735.91,110.79,101.83,0.15,12.09,2.89,0.02,0.43,25,0.447,0.065,0.411,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","BLOQ","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","yes","no","no"
"65_14_stomach",2020,"stomach","1","561","166","59°52'W","49°42'S","3","237.4","316.7","5",1508.51,8.14,195.47,116.68,108.52,0.15,5.33,2.3,0.04,0.02,25,0.099,2.5,1.031,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_15_stomach",2020,"stomach","1","561","166","59°52'W","49°42'S","3","231.8","302.9","5",2120.55,5.81,1609.24,167.89,96.51,0.32,15.12,1.1,0.05,0.42,25,0.059,2.5,0.982,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","BLOQ","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_01_inksac",2020,"inksac","0","590","130","59°31'W","50°05'S","4","227.3","233.03","3",73.09,0,20.22,391.99,226.67,0.28,86.04,0.29,0,0.23,0.143,0.372,5,2.455,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_02_inksac",2020,"inksac","0","590","130","59°31'W","50°05'S","4","239.3","336.23","3",72,0,9.59,170.4,82.12,0.23,53.08,0.26,0,0.54,NA,NA,NA,NA,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","NA","NA","NA","NA","no","no","no","no","no","no","no","no","no","no",NA,NA,NA,NA
"60_04_inksac",2020,"inksac","0","590","130","59°31'W","50°05'S","4","240.6","310.74","3",73.95,0,10.99,59.83,123.7,0.22,46.33,0.21,0,0.42,0.536,0.151,5,1.734,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","BLOQ","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_05_inksac",2020,"inksac","1","590","130","59°31'W","50°05'S","4","235.9","301.78","5",86.26,0,17.48,211.43,161.62,0.64,46.17,0.45,0,1.38,0.379,0.292,5,3.275,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","yes","no","no","no","no"
"60_06_inksac",2020,"inksac","0","590","130","59°31'W","50°05'S","4","241.8","292.32","2",42.62,0,5.85,147.18,129.04,0.2,49.19,0.28,0,0.58,0.123,0.425,5,1.946,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","BLOQ","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_08_inksac",2020,"inksac","1","590","130","59°31'W","50°05'S","4","223.4","259.5","5",265.75,0,16.44,169.46,100.57,0.43,62.81,0.32,0,0.92,NA,NA,NA,NA,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","BLOQ","NA","NA","NA","NA","yes","no","no","no","no","no","no","no","no","no",NA,NA,NA,NA
"60_09_inksac",2020,"inksac","0","590","130","59°31'W","50°05'S","4","219","226.89","2",67.15,0,11.33,146.13,129.77,0.2,26.44,0.18,0,0.04,0.327,0.234,5,2.267,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_11_inksac",2020,"inksac","0","590","130","59°31'W","50°05'S","4","235.1","277.38","2",80.82,0,6.03,108.03,65.03,0.3,22.08,0.24,0,0.29,NA,NA,NA,NA,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","BLOQ","NA","NA","NA","NA","no","no","no","no","no","no","no","no","no","no",NA,NA,NA,NA
"60_12_inksac",2020,"inksac","1","590","130","59°31'W","50°05'S","4","226.7","271.44","5",71.07,0,5.68,143.86,78.19,0.15,36.37,0.26,0,0.49,0.971,0.18,5,5,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_13_inksac",2020,"inksac","1","590","130","59°31'W","50°05'S","4","236.5","293.22","5",98.96,0,2.74,135.86,118.55,0.37,51.25,0.13,0,0.22,NA,NA,NA,NA,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","NA","NA","NA","NA","no","no","no","no","no","no","no","no","no","no",NA,NA,NA,NA
"60_14_inksac",2020,"inksac","1","590","130","59°31'W","50°05'S","4","235.3","308.75","5",49.34,0,6.71,145.23,120.73,0.3,53.46,0.27,0,0.03,0.409,0.25,5,6.813,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_02_inksac",2020,"inksac","0","561","166","59°52'W","49°42'S","3","235","259.86","3",70.49,0,5.1,197.78,114.33,0.33,55.62,0.26,0.01,0.02,0,0.247,5,2.99,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_03_inksac",2020,"inksac","0","561","166","59°52'W","49°42'S","3","248.1","327.45","4",52.55,0,5,103.22,78.1,0.21,43.07,0.12,0,0.31,0,0.205,5,5,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Not detected","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_04_inksac",2020,"inksac","0","561","166","59°52'W","49°42'S","3","248.6","341.04","3",80.86,0,7.95,119.91,51.41,0.31,21.74,0.26,0,0.05,0.188,0.071,5,3.661,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
